Name,Service,Location,Zip Code,Phone Number,Website,Notes,Families?,Young Children?,Seniors?,At Risk Health Groups?,Low Income?,Frontline Healthcare Workers?,Language
RADIOSHACK CORPORATION,Electronics Store,WHITESTONE,11357,718-847-2872,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
T-MOBILE NORTHEAST LLC,Electronics Store,NEW YORK,10018,6308572106,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"TRIPP, MARIE J",Newsstand,NEW YORK,10028,2122891044,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
MAIN DRAG MUSIC INC.,Electronics Store,BROOKLYN,11249,718-388-6365,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
G I O LAUNDROMAT CORP.,Laundry,MASPETH,11378,718???????,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
ONE RATE WIRELESS LLC,Electronics Store,FLUSHING,11366,7185911700,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SUMMER LAUNDROMAT, INC",Laundry,BROOKLYN,11226,6467396286,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
WD 2834 INC.,Electronics Store,BROOKLYN,11235,7187694040,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"893 LAUNDROMAT, INC.",Laundry,BROOKLYN,11225,6469183558,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
WIRELESS ENTERPRISE INC,Electronics Store,BRONX,10473,9164700000,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"M & N QUALITY CLEANERS, INC.",Laundry,NEW YORK,10003,2125291777,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CHELSEA SEVENTH GARAGE CORP.,Garage,NEW YORK,10001,212-736-7171,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CHAMPION CONFUCIUS LLC,Garage,NEW YORK,10002,2123085959,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RADIOSHACK CORPORATION,Electronics Store,BROOKLYN,11204,718-847-2872,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",Garage,NEW YORK,10033,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
T-MOBILE NORTHEAST LLC,Electronics Store,NEW YORK,10028,6308572106,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SP PLUS CORPORATION,Garage,NEW YORK,10016,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
VICKY'S LAUNDROMAT INC,Laundry,ASTORIA,11106,3474211532,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CHOI, KYUNG S",Laundry,STATEN ISLAND,10309,3476903330,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PRIOR PARKING LLC,Garage,NEW YORK,10023,2126869800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
NYULMC E GARAGE CORP.,Parking Lot,NEW YORK,10016,2127367171,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SP PLUS CORPORATION,Garage,NEW YORK,10034,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"UDDIN, MUHAMMAD TASLIM",Electronics Store,NEW YORK,10024,347-279-5868,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
FU LIN LAUNDROMAT INC,Laundry,BROOKLYN,11226,9179134905,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
IMPERIAL PARKING (US) LLC,Garage,NEW YORK,10011,2129378660,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
QUIK PARK 89TH ST. LLC,Garage and Parking Lot,NEW YORK,10024,2128322066,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
594 UNION LLC,Sidewalk Cafe,BROOKLYN,11211,7189382661,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"BLANCO CANDELARIO, RAFAEL ANTONIO",Electronic & Appliance Service,BROOKLYN,11201,347-614-9423,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
LIVINGSTON STREET PARKING LLC,Garage,BROOKLYN,11201,212-686-9800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CHO, YOUNG JIN",Laundry,BROOKLYN,11224,718-374-4973,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RADIOSHACK CORPORATION,Electronics Store,BRONX,10462,718-847-2872,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
STAPLES THE OFFICE SUPERSTORE EAST INC.,Electronic & Appliance Service,NEW YORK,10024,18003782753,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
HELEN GARAGE LLC,Garage,NEW YORK,10017,6469644323,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
59 AND 5TH PARKING LLC,Garage,NEW YORK,10153,2126869800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
JIMMY AND DIAMOND GOURMET DELI CORP,Electronic Cigarette Dealer,SPRINGFIELD GARDENS,11413,718-238-1000,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
YITIAN LAUNDROMAT INC,Laundry,BROOKLYN,11232,9175831500,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CRESCENTE. GERALDO G,Home Improvement Contractor,BROOKLYN,11220,718???????,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
101 WEST END PARKING LLC,Garage,NEW YORK,10023,2126869800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
IMPARK210CPS LLC,Garage and Parking Lot,NEW YORK,10019,212-937-8660,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"JIAN DONG LAUNDROMAT, INC.",Laundry,RIDGEWOOD,11385,9175573666,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
Hocine Bounab,Electronics Store,BRONX,10468,7186967737,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SP PLUS CORPORATION,Garage,NEW YORK,10003,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
AFFILIATED PARKING LLC,Parking Lot,NEW YORK,10016,2126869800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
LILY WHITE LAUNDROMAT INC,Laundry,JAMAICA,11435,7186579014,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
DOLLAR EXPRESS STORES LLC,Electronics Store,BRONX,10459,9805009141,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
DSS WIRELESS INC,Electronics Store,NEW YORK,10026,5162213527,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"AROUND THE CORNER LAUNDROMAT, INC.",Laundry,BRONX,10455,3472704333,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
AQUA CLEAN LAUNDROMAT INC.,Laundry,MASPETH,11378,9173850876,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CHINESE LAUNDRY INC.,Laundry,NEW YORK,10024,2128742327,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"T M & T SERVICE STATION, INC.",Secondhand Dealer - Auto,LONG ISLAND CITY,11101,7187293500,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
JIN HO YOON,Laundry,BRONX,10467,9144953670,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SHAH, SUJATA U.",Newsstand,NEW YORK,10024,718-565-5598,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
FASHION 35 PARKING LLC,Garage,NEW YORK,10001,2126869800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
XI YANG YANG 139 INC.,Laundry,JAMAICA,11435,347-552-4995,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"IMPERIAL PARKING (U.S.), LLC",Garage,JAMAICA,11432,2129378660,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"PATEL, DAKSHA",Newsstand,NEW YORK,10001,2129999999,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
1745 BROADWAY PARKING MANAGEMENT CORP.,Garage,NEW YORK,10019,2127367171,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
DIRECT PARKING LLC,Garage,NEW YORK,10019,2126869800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
HOME DEPOT USA INC,Home Improvement Contractor,SOUTH OZONE PARK,11420,7704338211,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"IMPERIAL PARKING (U.S.), LLC",Garage,QUEENS,11374,2129378660,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
ENTERPRISE 30TH STREET GARAGE LLC,Parking Lot,NEW YORK,10001,2126270012,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RADIOSHACK CORPORATION,Electronics Store,BRONX,10453,718-847-2872,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SKYLINE AUTO GROUP INC.,Secondhand Dealer - Auto,LONG IS CITY,11101,9999999999,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",Parking Lot,NEW YORK,10038,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
GOLDEN SAND LAUNDROMAT INC,Laundry,BROOKLYN,11220,9173880444,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
786 PARKING CORP,Garage,BROOKLYN,11238,7186180029,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
LAUNDRY DE POINT INCORPORATED,Laundry,COLLEGE POINT,11356,7188880689,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"HOME REBUILDERS, CORP.",Home Improvement Contractor,NEW YORK,10010,9174056641,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PROSPECT PARK LAUNDROMAT INC,Laundry,BROOKLYN,11218,6466331301,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SP PLUS CORPORATION,Garage,ELMHURST,11373,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
MP HUB PARKING LLC,Garage,BRONX,10455,2124903460,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
ONE PARKING 89TH STREET LLC,Garage,NEW YORK,10024,4802722100,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
CHELSEA 29 PARKING LLC,Garage,NEW YORK,10001,2126869800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SPRING COMMUNICATIONS HOLDING, INC",Electronics Store,BRONX,10453,817-424-2221,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
7607 LAUNDRY N CORP.,Laundry,WOODHAVEN,11421,7185210462,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
STAPLES THE OFFICE SUPERSTORE EAST INC.,Electronics Store,MASPETH,11378,18003782753,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
UNLIMITED WIRELESS NY LLC,Electronics Store,EAST ELMHURST,11369,9179162327,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
155 EAST 55TH STREET PARKING CORP,Garage and Parking Lot,NEW YORK,10022,2127367171,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
MAJESTIC CAR PARK LLC,Garage,NEW YORK,10128,2122216111,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SIMPLE MOBILE WEBSTER INC,Electronics Store,BRONX,10456,9173068202,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
GRAND ITALIAN FOOD CENTER LLC,Sidewalk Cafe,NEW YORK,10013,9146326036,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"SPRING COMMUNICATIONS HOLDING, INC",Electronics Store,BROOKLYN,11208,817-424-2221,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
910 FIFTH GARAGE CORP.,Garage,NEW YORK,10021,2127367171,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
GAG ELECTRONIC CONSULTANT CORP.,Electronics Store,NEW YORK,10029,2126668402,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
JNL LAUNDROMAT CORP.,Laundry,BRONX,10472,7186842100,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"UNIVERSAL AUTO PLAZA, INC.",Secondhand Dealer - Auto,LONG IS CITY,11101,9177317691,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
DOLLAR EXPRESS STORES LLC,Electronics Store,BRONX,10467,9805009141,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
IMPARK 302 LLC,Garage,BROOKLYN,11215,212-937-8660,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"MORALES, RAFAEL",Electronic & Appliance Service,BRONX,10455,718???????,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"LA MIRAGE CAR PARK, INC.",Garage,JAMAICA,11432,2122216111,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SAMO PARKING LLC,Garage,NEW YORK,10021,2127143571,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"FOOD CRAFT, INC",Catering Establishment,CORONA,11368,7189999999,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PARK 108 LLC,Garage,NEW YORK,10025,2129299404,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"BEST BUY STORES, L.P.",Electronic & Appliance Service,BRONX,10451,6122914863,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"IRA DIRT BUSTERS, INC.",Laundry,BROOKLYN,11201,7188523649,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PCS WIRELESS BROOKLYN INC,Electronics Store,BROOKLYN,11236,7188482955,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"KINDRED MANAGEMENT, L.C.",Employment Agency,NEW YORK,10011,2128078344,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
H & H WIRELESS CORP.,Electronics Store,BRONX,10453,9178267941,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
86TH AVE LAUNDROMAT INC.,Laundry,JAMAICA,11435,9176795793,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SUMMIT 888 LAUNDROMAT INC,Laundry,RIDGEWOOD,11385,7183665363,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RASHID & SONS CONSTRUCTION INC.,Home Improvement Contractor,S RICHMOND HL,11419,6465918327,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
NEW HOLLIS 18 LAUNDROMATS LLC,Laundry,QUEENS VILLAGE,11429,7185688818,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RESOURCE PARKING LLC,Garage,NEW YORK,10036,2126869800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"WILLIAMS, FRANK",Laundry,SAINT ALBANS,11412,9175611719,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"VADHAN, ARUN",Newsstand,NEW YORK,10019,3479896104,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RADIOSHACK CORPORATION,Electronics Store,BROOKLYN,11201,718-847-2872,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
IMPARK 89 LLC,Garage,NEW YORK,10128,2129378660,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RADIOSHACK CORPORATION,Electronics Store,NEW YORK,10018,718-847-2872,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
DEB PARKING LLC,Garage,NEW YORK,10030,2127143571,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
NEW YORK PARKING 51ST STREET CORP.,Garage,NEW YORK,10022,212-308-5959,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SP PLUS CORPORATION,Garage and Parking Lot,NEW YORK,10027,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
T-MOBILE NORTHEAST LLC,Electronics Store,STATEN ISLAND,10306,6308572106,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
5TH AVE LAUNDRY CENTER INC.,Laundry,BROOKLYN,11215,718-768-5371,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CHELSEA LAUNDRY, INC.",Laundry,NEW YORK,10001,212-255-1733,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
WILLIAM DOLAN ROOFING CO. INC.,Home Improvement Contractor,MANALAPAN,7726,7189683095,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RRAF LLC,Laundry,STATEN ISLAND,10308,7322617282,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",Garage,NEW YORK,10022,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
JENUWEN CAR PARK INC.,Garage,BROOKLYN,11225,2122216111,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",Garage,NEW YORK,10014,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
RADIOSHACK CORPORATION,Electronics Store,NEW YORK,10128,718-847-2872,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
M.C. GENERAL CONTRACTOR INC.,Home Improvement Contractor,NEW YORK,10027,9999999999,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
J & D LAUNDROMAT INC,Laundry,BROOKLYN,11209,6462625819,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"GOLD BULL VEND, LLC",Laundry,BRONX,10459,347-872-2702,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"JACK JONES, INC.",Sidewalk Cafe,ASTORIA,11105,2128356768,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
SP PLUS CORPORATION,Garage,NEW YORK,10028,2125025490,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
"LABADY, RAOUL",Laundry,BROOKLYN,11238,7186382102,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
PLATT PARKING LLC,Garage,NEW YORK,10038,2126869800,,"Listed as legally operating during the COVID-19 crisis, however hours may have changed. Call ahead.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,English 
